N,Method,Metric,Bias,Variance
50,In-Sample,RMSE,-0.08550449450614067,0
50,In-Sample,Correlation,0.454335454069783,0
50,In-Sample,R2,0.580653387067445,0
50,In-Sample,RMSE,-0.07974568250943825,0
50,In-Sample,Correlation,0.2633498528889631,0
50,In-Sample,R2,0.22365051414297676,0
50,In-Sample,RMSE,-0.027734119299561433,0
50,In-Sample,Correlation,0.48996503278880527,0
50,In-Sample,R2,0.436843356049354,0
50,In-Sample,RMSE,-0.07890496764888599,0
50,In-Sample,Correlation,0.5474295403772591,0
50,In-Sample,R2,0.6929824659056565,0
50,In-Sample,RMSE,-0.08244135805118169,0
50,In-Sample,Correlation,0.20468719917110725,0
50,In-Sample,R2,0.16619170813372258,0
50,In-Sample,RMSE,-0.04417216361884779,0
50,In-Sample,Correlation,0.4147298340105321,0
50,In-Sample,R2,0.37972512669067177,0
50,In-Sample,RMSE,-0.07166062921997324,0
50,In-Sample,Correlation,0.32430006859452515,0
50,In-Sample,R2,0.357061789033291,0
50,In-Sample,RMSE,-0.05381713948671574,0
50,In-Sample,Correlation,0.34882621168824496,0
50,In-Sample,R2,0.427255123300967,0
50,In-Sample,RMSE,-0.04752275125846028,0
50,In-Sample,Correlation,0.47120447458063347,0
50,In-Sample,R2,0.43171900887279147,0
50,In-Sample,RMSE,-0.054997724444091234,0
50,In-Sample,Correlation,0.5299420660989455,0
50,In-Sample,R2,0.5534641105562143,0
50,In-Sample,RMSE,-0.09486433747980999,0
50,In-Sample,Correlation,0.4309330288955247,0
50,In-Sample,R2,0.4317477838876089,0
50,In-Sample,RMSE,-0.06864648425666303,0
50,In-Sample,Correlation,0.6273649025225884,0
50,In-Sample,R2,0.747812651539062,0
50,In-Sample,RMSE,-0.12607906416737744,0
50,In-Sample,Correlation,0.469504062658627,0
50,In-Sample,R2,0.7196419510852246,0
50,In-Sample,RMSE,-0.09172650613242567,0
50,In-Sample,Correlation,0.3293886727256487,0
50,In-Sample,R2,0.2787766975469331,0
50,In-Sample,RMSE,-0.0264906284698872,0
50,In-Sample,Correlation,0.4873536345251065,0
50,In-Sample,R2,0.5334566748925139,0
50,In-Sample,RMSE,-0.07065049989456174,0
50,In-Sample,Correlation,0.4730412132169781,0
50,In-Sample,R2,0.5521864347252031,0
50,In-Sample,RMSE,-0.08590687647518744,0
50,In-Sample,Correlation,0.23982300311715488,0
50,In-Sample,R2,0.20141284535901116,0
50,In-Sample,RMSE,-0.01772836695346458,0
50,In-Sample,Correlation,0.587248532104554,0
50,In-Sample,R2,0.950436207825883,0
50,In-Sample,RMSE,-0.09809653153329784,0
50,In-Sample,Correlation,0.3953089786053114,0
50,In-Sample,R2,0.40649670749428685,0
50,In-Sample,RMSE,-0.0877899204561729,0
50,In-Sample,Correlation,0.3202390726789138,0
50,In-Sample,R2,0.22838454354202392,0
50,In-Sample,RMSE,-0.05790624029444358,0
50,In-Sample,Correlation,0.2628461734397598,0
50,In-Sample,R2,0.1712841505048368,0
50,In-Sample,RMSE,-0.01613712494439351,0
50,In-Sample,Correlation,0.6329443077668305,0
50,In-Sample,R2,0.9630381930784409,0
50,In-Sample,RMSE,-0.14688981733185325,0
50,In-Sample,Correlation,0.5144958299030482,0
50,In-Sample,R2,0.9005332936480824,0
50,In-Sample,RMSE,-0.14312372765580358,0
50,In-Sample,Correlation,0.6321416300803357,0
50,In-Sample,R2,0.9808925539754676,0
50,In-Sample,RMSE,-0.11817055186825068,0
50,In-Sample,Correlation,0.29264026884536065,0
50,In-Sample,R2,0.2493674091683416,0
50,In-Sample,RMSE,-0.09075254168028121,0
50,In-Sample,Correlation,0.4224415743847389,0
50,In-Sample,R2,0.37699287550693217,0
50,In-Sample,RMSE,-0.06548882442913836,0
50,In-Sample,Correlation,0.288340485219436,0
50,In-Sample,R2,0.23906003573273932,0
50,In-Sample,RMSE,-0.01935860370657516,0
50,In-Sample,Correlation,0.43279657825312196,0
50,In-Sample,R2,0.5660396064577207,0
50,In-Sample,RMSE,-0.05944116672260258,0
50,In-Sample,Correlation,0.45770609618959984,0
50,In-Sample,R2,0.42718507814976914,0
50,In-Sample,RMSE,-0.0679939854964633,0
50,In-Sample,Correlation,0.35895006399653223,0
50,In-Sample,R2,0.32962729343670066,0
50,In-Sample,RMSE,-0.07682686323198887,0
50,In-Sample,Correlation,0.32165207592554496,0
50,In-Sample,R2,0.29197929696323477,0
50,In-Sample,RMSE,-0.05668785280905089,0
50,In-Sample,Correlation,0.27046581049182206,0
50,In-Sample,R2,0.21643774848424088,0
50,In-Sample,RMSE,-0.01975213261587444,0
50,In-Sample,Correlation,0.5142200925750188,0
50,In-Sample,R2,0.6864494828171503,0
50,In-Sample,RMSE,-0.09752195092252841,0
50,In-Sample,Correlation,0.5795599446229657,0
50,In-Sample,R2,0.7934570066221347,0
50,In-Sample,RMSE,-0.11862696510305198,0
50,In-Sample,Correlation,0.4354387620516199,0
50,In-Sample,R2,0.4527478959518868,0
50,In-Sample,RMSE,-0.0677140281250938,0
50,In-Sample,Correlation,0.3910826222780942,0
50,In-Sample,R2,0.3199196729661316,0
50,In-Sample,RMSE,-0.06858815308894345,0
50,In-Sample,Correlation,0.44343490837065175,0
50,In-Sample,R2,0.6338689265612654,0
50,In-Sample,RMSE,-0.07336130461573787,0
50,In-Sample,Correlation,0.34097259132051355,0
50,In-Sample,R2,0.2733571039899739,0
50,In-Sample,RMSE,-0.045271608334412794,0
50,In-Sample,Correlation,0.3666623862479996,0
50,In-Sample,R2,0.3946652294915658,0
50,In-Sample,RMSE,-0.047230893492888226,0
50,In-Sample,Correlation,0.34293133941950327,0
50,In-Sample,R2,0.39228852984821133,0
50,In-Sample,RMSE,-0.021105062565776045,0
50,In-Sample,Correlation,0.4487019372566154,0
50,In-Sample,R2,0.5562143736607457,0
50,In-Sample,RMSE,-0.06555195642187034,0
50,In-Sample,Correlation,0.5462231831495354,0
50,In-Sample,R2,0.6597433535348404,0
50,In-Sample,RMSE,-0.10381153707643395,0
50,In-Sample,Correlation,0.5536650361445079,0
50,In-Sample,R2,0.8095295350043381,0
50,In-Sample,RMSE,-0.09166214598098787,0
50,In-Sample,Correlation,0.43340972057821103,0
50,In-Sample,R2,0.4847638218481092,0
50,In-Sample,RMSE,-0.06145163345919463,0
50,In-Sample,Correlation,0.5040841581920741,0
50,In-Sample,R2,0.7967581381631906,0
50,In-Sample,RMSE,-0.12266116340588717,0
50,In-Sample,Correlation,0.44163907925803597,0
50,In-Sample,R2,0.4586270092590879,0
50,In-Sample,RMSE,-0.09441277153955638,0
50,In-Sample,Correlation,0.5856152500335612,0
50,In-Sample,R2,0.8321370080623068,0
50,In-Sample,RMSE,-0.11284599795959849,0
50,In-Sample,Correlation,0.41296637573502076,0
50,In-Sample,R2,0.46865712040489843,0
50,In-Sample,RMSE,-0.04802191582226911,0
50,In-Sample,Correlation,0.410976126559759,0
50,In-Sample,R2,0.3393485457180648,0
50,In-Sample,RMSE,-0.07390432139122222,0
50,In-Sample,Correlation,0.34011622767247635,0
50,In-Sample,R2,0.3518851002476814,0
50,In-Sample,RMSE,-0.06502418500744633,0
50,In-Sample,Correlation,0.5598530114616537,0
50,In-Sample,R2,0.7774545576259724,0
50,In-Sample,RMSE,-0.11535776388525079,0
50,In-Sample,Correlation,0.3932424197949096,0
50,In-Sample,R2,0.4818020228444255,0
50,In-Sample,RMSE,-0.07233850997650088,0
50,In-Sample,Correlation,0.6570945694408635,0
50,In-Sample,R2,0.8800952791113258,0
50,In-Sample,RMSE,-0.12952310384531182,0
50,In-Sample,Correlation,0.5736625211576205,0
50,In-Sample,R2,0.8063081243102623,0
50,In-Sample,RMSE,-0.09369233670943544,0
50,In-Sample,Correlation,0.5311320729827442,0
50,In-Sample,R2,0.5918767470834374,0
50,In-Sample,RMSE,-0.08421484946059987,0
50,2-Fold CV,Correlation,-0.09061560338232058,0.0
50,2-Fold CV,R2,-0.5839838522756282,0.0
50,2-Fold CV,RMSE,0.07258185126841105,0.0020631410805212512
50,2-Fold CV,Correlation,0.1308088186584519,0.0
50,2-Fold CV,R2,-0.5172593797409024,0.0
50,2-Fold CV,RMSE,-0.011742873899142081,0.00010725326136837791
50,2-Fold CV,Correlation,-0.04643390516656136,0.0
50,2-Fold CV,R2,-1.1631238693562462,0.0
50,2-Fold CV,RMSE,0.07426170304114699,9.449647141457618e-06
50,2-Fold CV,Correlation,-0.13785447605927625,0.0
50,2-Fold CV,R2,-1.0844420819104768,0.0
50,2-Fold CV,RMSE,0.09445498438097666,0.0002559708998032974
50,2-Fold CV,Correlation,-0.27397544651312505,0.0
50,2-Fold CV,R2,-2.72060495748667,0.0
50,2-Fold CV,RMSE,0.1887106227684528,0.002427324991102512
50,2-Fold CV,Correlation,0.008739328014328234,0.0
50,2-Fold CV,R2,-0.4950941106773856,0.0
50,2-Fold CV,RMSE,0.04146507504263619,0.001084337065326751
50,2-Fold CV,Correlation,-0.08409638791700177,0.0
50,2-Fold CV,R2,-0.421977928243869,0.0
50,2-Fold CV,RMSE,0.06132012064488479,4.6823923840758785e-05
50,2-Fold CV,Correlation,-0.23025239092758787,0.0
50,2-Fold CV,R2,-1.0132296155868057,0.0
50,2-Fold CV,RMSE,0.11856429510976735,0.0008821555870373179
50,2-Fold CV,Correlation,-0.2545554940419559,0.0
50,2-Fold CV,R2,-1.3387712384720525,0.0
50,2-Fold CV,RMSE,0.06036322546428874,0.00035146553237245517
50,2-Fold CV,Correlation,0.08144412784491238,0.0
50,2-Fold CV,R2,-1.0535847749297018,0.0
50,2-Fold CV,RMSE,0.11770161458324618,0.00012916739499617977
50,2-Fold CV,Correlation,-0.2865654654186525,0.0
50,2-Fold CV,R2,-0.7250663937198911,0.0
50,2-Fold CV,RMSE,0.0861622408771962,0.0011094779162719789
50,2-Fold CV,Correlation,-0.03691133081238425,0.0
50,2-Fold CV,R2,-0.6876281245991269,0.0
50,2-Fold CV,RMSE,0.03937934283219191,0.0009377620356829787
50,2-Fold CV,Correlation,-0.36674845097582615,0.0
50,2-Fold CV,R2,-1.2000487823288197,0.0
50,2-Fold CV,RMSE,0.08363046771967575,1.461334402827923e-05
50,2-Fold CV,Correlation,0.17029009015492574,0.0
50,2-Fold CV,R2,-0.3478279904653523,0.0
50,2-Fold CV,RMSE,0.04206448721851741,0.0034547543009780975
50,2-Fold CV,Correlation,-0.177048952744736,0.0
50,2-Fold CV,R2,-0.9892729509650794,0.0
50,2-Fold CV,RMSE,0.09767367375754615,0.0007449376986172837
50,2-Fold CV,Correlation,-0.0740857412867038,0.0
50,2-Fold CV,R2,-1.0000192248688347,0.0
50,2-Fold CV,RMSE,0.05451716456870681,0.0005974521283574498
50,2-Fold CV,Correlation,-0.09186157445950867,0.0
50,2-Fold CV,R2,-4.60038538379508,0.0
50,2-Fold CV,RMSE,0.3173808890346856,0.06454352150273915
50,2-Fold CV,Correlation,0.09122749256197868,0.0
50,2-Fold CV,R2,-0.3057994207829982,0.0
50,2-Fold CV,RMSE,0.031039882930844087,1.5610180088743422e-05
50,2-Fold CV,Correlation,-0.23034065359122732,0.0
50,2-Fold CV,R2,-0.7321565461133764,0.0
50,2-Fold CV,RMSE,0.07163399891360778,0.00016792129420635938
50,2-Fold CV,Correlation,-0.4451478081756616,0.0
50,2-Fold CV,R2,-0.809840333456168,0.0
50,2-Fold CV,RMSE,0.06270637389461109,0.0008253200576911091
50,2-Fold CV,Correlation,-0.08809633848427414,0.0
50,2-Fold CV,R2,-0.8204602983634304,0.0
50,2-Fold CV,RMSE,0.03382713587890773,0.0004303091941804822
50,2-Fold CV,Correlation,0.0930727631104332,0.0
50,2-Fold CV,R2,-0.6365977347383855,0.0
50,2-Fold CV,RMSE,0.041703280134776644,0.00017746073929611394
50,2-Fold CV,Correlation,-0.009010845847909777,0.0
50,2-Fold CV,R2,-0.9900589922754093,0.0
50,2-Fold CV,RMSE,0.07222301810539,0.000532422623003914
50,2-Fold CV,Correlation,0.22276549100127438,0.0
50,2-Fold CV,R2,-0.3455049340892961,0.0
50,2-Fold CV,RMSE,0.015109430195770823,0.0015297826308308764
50,2-Fold CV,Correlation,-0.19140057317731077,0.0
50,2-Fold CV,R2,-1.156688161442916,0.0
50,2-Fold CV,RMSE,0.11612965590303365,0.00031929030774750024
50,2-Fold CV,Correlation,-0.14654919648480508,0.0
50,2-Fold CV,R2,-0.6322989970942017,0.0
50,2-Fold CV,RMSE,0.081128052719114,0.0006061884350662147
50,2-Fold CV,Correlation,0.22242112631681543,0.0
50,2-Fold CV,R2,0.42196424872744553,0.0
50,2-Fold CV,RMSE,-0.03378514357951379,0.000175299878079873
50,2-Fold CV,Correlation,-0.1263213460596195,0.0
50,2-Fold CV,R2,-0.47290585758696135,0.0
50,2-Fold CV,RMSE,0.034002725246539356,2.4792133691394674e-07
50,2-Fold CV,Correlation,-0.25371067673648406,0.0
50,2-Fold CV,R2,-0.9735274293993953,0.0
50,2-Fold CV,RMSE,0.10053142151713002,0.001979271375269277
50,2-Fold CV,Correlation,0.2184644579150026,0.0
50,2-Fold CV,R2,0.17677553229242826,0.0
50,2-Fold CV,RMSE,-0.012867319909643904,2.795610685863618e-07
50,2-Fold CV,Correlation,0.02767234664628241,0.0
50,2-Fold CV,R2,-0.7644737240167767,0.0
50,2-Fold CV,RMSE,0.11138703232818525,0.000724756431324554
50,2-Fold CV,Correlation,-0.10683747735580877,0.0
50,2-Fold CV,R2,-0.6997153466211723,0.0
50,2-Fold CV,RMSE,0.0681241197881739,0.0005246586002921279
50,2-Fold CV,Correlation,-0.2966686234171852,0.0
50,2-Fold CV,R2,-0.8335814754076344,0.0
50,2-Fold CV,RMSE,0.08308135804439176,9.615998659979955e-07
50,2-Fold CV,Correlation,-0.1616310849566112,0.0
50,2-Fold CV,R2,-0.854442015078413,0.0
50,2-Fold CV,RMSE,0.08652071570919168,0.00048258661940136106
50,2-Fold CV,Correlation,-0.07465981520242113,0.0
50,2-Fold CV,R2,-0.7400004712843559,0.0
50,2-Fold CV,RMSE,0.07339578419872456,0.0066276980472503525
50,2-Fold CV,Correlation,-0.08542330181597468,0.0
50,2-Fold CV,R2,-1.9143391937622791,0.0
50,2-Fold CV,RMSE,0.1409816522837008,0.0032986068830386604
50,2-Fold CV,Correlation,0.2616096852087893,0.0
50,2-Fold CV,R2,-0.2640605673058376,0.0
50,2-Fold CV,RMSE,-0.021344294214693804,0.002290306178447449
50,2-Fold CV,Correlation,0.09345656175002905,0.0
50,2-Fold CV,R2,-0.2404634576204502,0.0
50,2-Fold CV,RMSE,-0.0015400348630192906,0.0015184408454101289
50,2-Fold CV,Correlation,-0.18489205362440436,0.0
50,2-Fold CV,R2,-0.9425796505978474,0.0
50,2-Fold CV,RMSE,0.09544895787562485,0.0014349460777997257
50,2-Fold CV,Correlation,0.09445088278063708,0.0
50,2-Fold CV,R2,-0.7431377022534088,0.0
50,2-Fold CV,RMSE,0.0889593580339273,0.008923586374189142
50,2-Fold CV,Correlation,-0.14014961892512923,0.0
50,2-Fold CV,R2,-0.7353593426587854,0.0
50,2-Fold CV,RMSE,0.057460447358746725,0.00019700038911315738
50,2-Fold CV,Correlation,0.11745375576029798,0.0
50,2-Fold CV,R2,-0.9510398808804859,0.0
50,2-Fold CV,RMSE,0.14278306496164783,0.002598131132832169
50,2-Fold CV,Correlation,0.06765515344393598,0.0
50,2-Fold CV,R2,-0.5322872342898192,0.0
50,2-Fold CV,RMSE,0.04922764403550384,0.0012092858211180616
50,2-Fold CV,Correlation,-0.27397895872682826,0.0
50,2-Fold CV,R2,-1.4970241751088669,0.0
50,2-Fold CV,RMSE,0.2147853639078468,5.914775895335641e-06
50,2-Fold CV,Correlation,-0.07129970136168984,0.0
50,2-Fold CV,R2,-1.2683065911157074,0.0
50,2-Fold CV,RMSE,0.07671211362379576,0.0007677615639729079
50,2-Fold CV,Correlation,0.10666129708687931,0.0
50,2-Fold CV,R2,-0.20374242876062032,0.0
50,2-Fold CV,RMSE,0.022238525271397858,0.0011629955623945604
50,2-Fold CV,Correlation,-0.2653886839218939,0.0
50,2-Fold CV,R2,-0.8778540908286002,0.0
50,2-Fold CV,RMSE,0.10041247021296618,0.00044407368729207033
50,2-Fold CV,Correlation,0.05088663759864248,0.0
50,2-Fold CV,R2,-0.21131543946810052,0.0
50,2-Fold CV,RMSE,0.003031342421484229,0.0008844269040248221
50,2-Fold CV,Correlation,0.0835143764923077,0.0
50,2-Fold CV,R2,-0.6694074597674395,0.0
50,2-Fold CV,RMSE,0.09148545035339911,0.007891324883924408
50,2-Fold CV,Correlation,-0.26789840799168263,0.0
50,2-Fold CV,R2,-1.0296099903401636,0.0
50,2-Fold CV,RMSE,0.07464249259096511,0.0005910387073452788
50,2-Fold CV,Correlation,-0.026842144350904006,0.0
50,2-Fold CV,R2,-0.9866481800944684,0.0
50,2-Fold CV,RMSE,0.07571020739336937,7.280471867250612e-06
50,2-Fold CV,Correlation,-0.01399733725656477,0.0
50,2-Fold CV,R2,-0.4152898589927284,0.0
50,2-Fold CV,RMSE,0.03953344418101945,0.0007730075291683405
50,2-Fold CV,Correlation,-0.25563808292848766,0.0
50,2-Fold CV,R2,-0.5321543614500444,0.0
50,2-Fold CV,RMSE,0.08011687891615138,0.0005634515380883891
50,2-Fold CV,Correlation,0.022811777121359372,0.0
50,2-Fold CV,R2,-0.3880561799706628,0.0
50,2-Fold CV,RMSE,0.04325030357734028,5.9024621633797575e-05
50,2-Fold CV,Correlation,0.2279284645802822,0.0
50,2-Fold CV,R2,-0.6915916336923714,0.0
50,2-Fold CV,RMSE,0.03830512651027396,0.005024730173753116
50,2-Fold CV,Correlation,-0.09009113707464136,0.0
50,2-Fold CV,R2,-0.8891798986074755,0.0
50,2-Fold CV,RMSE,0.08542898362784285,0.0025622977617226414
50,2-Fold CV,Correlation,0.26266918495214814,0.0
50,2-Fold CV,R2,-0.10176431705283201,0.0
50,2-Fold CV,RMSE,-0.016135466037579094,0.0006420098719310365
50,2-Fold CV,Correlation,-0.07394322995778174,0.0
50,2-Fold CV,R2,-0.5488048188625554,0.0
50,2-Fold CV,RMSE,0.054623480629590215,0.000631308891055317
50,2-Fold CV,Correlation,-0.0437981422442314,0.0
50,2-Fold CV,R2,-0.46289003252650285,0.0
50,2-Fold CV,RMSE,0.07275112562307479,0.0027802973165358966
50,2-Fold CV,Correlation,0.14461303752055782,0.0
50,2-Fold CV,R2,-1.0031537292189716,0.0
50,2-Fold CV,RMSE,0.1189590995441161,0.01542980641624169
50,2-Fold CV,Correlation,-0.184277303445944,0.0
50,2-Fold CV,R2,-1.1801362068784242,0.0
50,2-Fold CV,RMSE,0.09750145456658288,0.002036344438846773
50,2-Fold CV,Correlation,-0.1908558120083792,0.0
50,2-Fold CV,R2,-0.42008439946256604,0.0
50,2-Fold CV,RMSE,0.06440217660823472,0.00013286551032815048
50,2-Fold CV,Correlation,0.34260148198334506,0.0
50,2-Fold CV,R2,0.12016422212203681,0.0
50,2-Fold CV,RMSE,-0.013121664982853054,0.0001344361141989785
50,2-Fold CV,Correlation,-0.021574125622668396,0.0
50,2-Fold CV,R2,-0.7706542595161183,0.0
50,2-Fold CV,RMSE,0.028458309577346685,4.072632966836072e-05
50,2-Fold CV,Correlation,-0.4551501892142266,0.0
50,2-Fold CV,R2,-1.0791930635796336,0.0
50,2-Fold CV,RMSE,0.08141642404237609,0.0017153024975502507
50,2-Fold CV,Correlation,-0.37156408697657506,0.0
50,2-Fold CV,R2,-1.7556856396932023,0.0
50,2-Fold CV,RMSE,0.20221176789552708,0.00046264175497426845
50,2-Fold CV,Correlation,0.2826977979986962,0.0
50,2-Fold CV,R2,0.0003013580994430942,0.0
50,2-Fold CV,RMSE,-0.02130895281755224,0.003000116711034121
50,2-Fold CV,Correlation,0.20258783191040663,0.0
50,2-Fold CV,R2,0.5013877777400425,0.0
50,2-Fold CV,RMSE,-0.08844981337114954,0.00035057745759105936
50,2-Fold CV,Correlation,0.26192262617940154,0.0
50,2-Fold CV,R2,-0.3738218132495321,0.0
50,2-Fold CV,RMSE,0.027061412144385122,0.0048739070399611275
50,2-Fold CV,Correlation,-0.1970654852343871,0.0
50,2-Fold CV,R2,-0.43802375637678853,0.0
50,2-Fold CV,RMSE,-0.022793741190997197,0.0006970125932404666
50,2-Fold CV,Correlation,-0.11676180581293193,0.0
50,2-Fold CV,R2,-1.6561671454683196,0.0
50,2-Fold CV,RMSE,0.11675119932358907,0.0002993088372832365
50,2-Fold CV,Correlation,-0.09810101804745294,0.0
50,2-Fold CV,R2,-0.9819435191007435,0.0
50,2-Fold CV,RMSE,0.12629964701024604,6.835321827903503e-05
50,2-Fold CV,Correlation,-0.2743596894130146,0.0
50,2-Fold CV,R2,-1.026096934741855,0.0
50,2-Fold CV,RMSE,0.1028832613924257,0.0020333585892131985
50,2-Fold CV,Correlation,0.25516267753952904,0.0
50,2-Fold CV,R2,-0.6058287238960542,0.0
50,2-Fold CV,RMSE,0.025785768773696927,0.0004817044639214902
50,2-Fold CV,Correlation,-0.025410415350133855,0.0
50,2-Fold CV,R2,-0.48460001696021665,0.0
50,2-Fold CV,RMSE,0.014150546376926643,6.7974432463074e-07
50,2-Fold CV,Correlation,0.04398603979051953,0.0
50,2-Fold CV,R2,-0.042041471339412745,0.0
50,2-Fold CV,RMSE,-0.014652705233012375,0.00182694132374406
50,2-Fold CV,Correlation,-0.1093014706852201,0.0
50,2-Fold CV,R2,-0.9441310149306193,0.0
