N,Method,Metric,Bias,Variance
50,In-Sample,R2,0.3522287911330343,0
50,In-Sample,RMSE,-0.2970632575117028,0
50,In-Sample,Correlation,0.49046589678711805,0
50,In-Sample,R2,0.7478758939932455,0
50,In-Sample,RMSE,-0.3573705184862628,0
50,In-Sample,Correlation,0.3068595495295278,0
50,In-Sample,R2,0.20956584527172506,0
50,In-Sample,RMSE,-0.1477574480005973,0
50,In-Sample,Correlation,0.3038089230414886,0
50,In-Sample,R2,0.22846146507996035,0
50,In-Sample,RMSE,-0.08395207085416534,0
50,In-Sample,Correlation,0.5050330673711981,0
50,In-Sample,R2,0.5557412705897378,0
50,In-Sample,RMSE,-0.2497412826823744,0
50,In-Sample,Correlation,0.3494981417400246,0
50,In-Sample,R2,0.3076042805522553,0
50,In-Sample,RMSE,-0.10994942792386253,0
50,In-Sample,Correlation,0.3444619024022007,0
50,In-Sample,R2,0.26448923401550495,0
50,In-Sample,RMSE,-0.1833951590949804,0
50,In-Sample,Correlation,0.36463439662070324,0
50,In-Sample,R2,0.2947002996612096,0
50,In-Sample,RMSE,-0.18793522866832024,0
50,In-Sample,Correlation,0.5469505271033615,0
50,In-Sample,R2,0.9367815459291866,0
50,In-Sample,RMSE,-0.3201956747332606,0
50,In-Sample,Correlation,0.5579665671531947,0
50,In-Sample,R2,0.7214987986790709,0
50,In-Sample,RMSE,-0.29298900283790463,0
50,In-Sample,Correlation,0.48120386999877285,0
50,In-Sample,R2,0.4062693478849848,0
50,In-Sample,RMSE,-0.2833084860583793,0
50,In-Sample,Correlation,0.3647504328738227,0
50,In-Sample,R2,0.27941590769198676,0
50,In-Sample,RMSE,-0.21148649500321137,0
50,In-Sample,Correlation,0.45220636966638916,0
50,In-Sample,R2,0.5120026336301834,0
50,In-Sample,RMSE,-0.26399381631398855,0
50,In-Sample,Correlation,0.5662775817598373,0
50,In-Sample,R2,0.9310180279662559,0
50,In-Sample,RMSE,-0.5357897646721025,0
50,In-Sample,Correlation,0.5194450812213148,0
50,In-Sample,R2,0.5804420650254108,0
50,In-Sample,RMSE,-0.26424562918694394,0
50,In-Sample,Correlation,0.5406528227512557,0
50,In-Sample,R2,0.6091816323973867,0
50,In-Sample,RMSE,-0.37283507037536456,0
50,In-Sample,Correlation,0.48441749550990915,0
50,In-Sample,R2,0.7432986691015668,0
50,In-Sample,RMSE,-0.28221157891027926,0
50,In-Sample,Correlation,0.5094880735377463,0
50,In-Sample,R2,0.49175695990054014,0
50,In-Sample,RMSE,-0.3904257786009705,0
50,In-Sample,Correlation,0.5393350763241322,0
50,In-Sample,R2,0.6582988746350098,0
50,In-Sample,RMSE,-0.29371291527046994,0
50,In-Sample,Correlation,0.5140984715556152,0
50,In-Sample,R2,0.6461221517577909,0
50,In-Sample,RMSE,-0.4130971076677281,0
50,In-Sample,Correlation,0.5037002719565369,0
50,In-Sample,R2,0.6041505339026536,0
50,In-Sample,RMSE,-0.2132892534511447,0
50,In-Sample,Correlation,0.5638307075613078,0
50,In-Sample,R2,0.8275305483444116,0
50,In-Sample,RMSE,-0.3103461096778116,0
50,In-Sample,Correlation,0.4372758235457798,0
50,In-Sample,R2,0.5031660881651419,0
50,In-Sample,RMSE,-0.24777436149139132,0
50,In-Sample,Correlation,0.35407050687350655,0
50,In-Sample,R2,0.2619241319411544,0
50,In-Sample,RMSE,-0.11793124282666012,0
50,In-Sample,Correlation,0.5689857573873934,0
50,In-Sample,R2,0.6523019656540737,0
50,In-Sample,RMSE,-0.3875472360459601,0
50,In-Sample,Correlation,0.35456612801699894,0
50,In-Sample,R2,0.501100097441203,0
50,In-Sample,RMSE,-0.18917543716536056,0
50,In-Sample,Correlation,0.5058976515183667,0
50,In-Sample,R2,0.7113174316428713,0
50,In-Sample,RMSE,-0.35403073898154647,0
50,In-Sample,Correlation,0.5389939371505683,0
50,In-Sample,R2,0.8882347847554086,0
50,In-Sample,RMSE,-0.32068234345680857,0
50,In-Sample,Correlation,0.4515170129330622,0
50,In-Sample,R2,0.6877714418670862,0
50,In-Sample,RMSE,-0.18363401953100267,0
50,In-Sample,Correlation,0.4126858420636193,0
50,In-Sample,R2,0.37151209052743994,0
50,In-Sample,RMSE,-0.2596438362073742,0
50,In-Sample,Correlation,0.4193390488543034,0
50,In-Sample,R2,0.4800304103678517,0
50,In-Sample,RMSE,-0.21771189565172344,0
50,In-Sample,Correlation,0.43093107925809016,0
50,In-Sample,R2,0.31202679379876425,0
50,In-Sample,RMSE,-0.3389299357301251,0
50,In-Sample,Correlation,0.27635984284210535,0
50,In-Sample,R2,0.15029899881038153,0
50,In-Sample,RMSE,-0.27397366949005864,0
50,In-Sample,Correlation,0.34108917838980835,0
50,In-Sample,R2,0.3257885371474096,0
50,In-Sample,RMSE,-0.12370151609050417,0
50,In-Sample,Correlation,0.5057761730822747,0
50,In-Sample,R2,0.6077763485449383,0
50,In-Sample,RMSE,-0.3167396846954935,0
50,In-Sample,Correlation,0.4880330590052678,0
50,In-Sample,R2,0.6249599171140454,0
50,In-Sample,RMSE,-0.22359628325228253,0
50,In-Sample,Correlation,0.6060139925861696,0
50,In-Sample,R2,0.9840242153211101,0
50,In-Sample,RMSE,-0.4066804447358806,0
50,In-Sample,Correlation,0.45386248712657246,0
50,In-Sample,R2,0.5860379040849197,0
50,In-Sample,RMSE,-0.32798199241367854,0
50,In-Sample,Correlation,0.34427184990110715,0
50,In-Sample,R2,0.30682982508494105,0
50,In-Sample,RMSE,-0.06368729328004608,0
50,In-Sample,Correlation,0.4488327639410045,0
50,In-Sample,R2,0.4142396018898853,0
50,In-Sample,RMSE,-0.3374698514959331,0
50,In-Sample,Correlation,0.5150136639560752,0
50,In-Sample,R2,0.9976074664908336,0
50,In-Sample,RMSE,-0.25988016558976823,0
50,In-Sample,Correlation,0.5715043707167722,0
50,In-Sample,R2,0.7884003657815644,0
50,In-Sample,RMSE,-0.48710324605731037,0
50,In-Sample,Correlation,0.41478777333547556,0
50,In-Sample,R2,0.4941299628686573,0
50,In-Sample,RMSE,-0.3240117845655137,0
50,In-Sample,Correlation,0.4287689317257181,0
50,In-Sample,R2,0.36954815017510834,0
50,In-Sample,RMSE,-0.24727125882604195,0
50,In-Sample,Correlation,0.46356066981467914,0
50,In-Sample,R2,0.552654217405681,0
50,In-Sample,RMSE,-0.13393275357942835,0
50,In-Sample,Correlation,0.526920753808883,0
50,In-Sample,R2,0.5168370586689344,0
50,In-Sample,RMSE,-0.3306307721358296,0
50,In-Sample,Correlation,0.33534857315174743,0
50,In-Sample,R2,0.20635428616384335,0
50,In-Sample,RMSE,-0.25648872511652043,0
50,In-Sample,Correlation,0.4535370654869925,0
50,In-Sample,R2,0.4882533252204511,0
50,In-Sample,RMSE,-0.3256215688126193,0
50,In-Sample,Correlation,0.5429442887768999,0
50,In-Sample,R2,0.8709886328792924,0
50,In-Sample,RMSE,-0.39778467939216,0
50,In-Sample,Correlation,0.2880216013863275,0
50,In-Sample,R2,0.2880455565393355,0
50,In-Sample,RMSE,-0.10170257227537094,0
50,In-Sample,Correlation,0.6962685802494651,0
50,In-Sample,R2,1.1430425445860943,0
50,In-Sample,RMSE,-0.5174543654304122,0
50,In-Sample,Correlation,0.45401266281642705,0
50,In-Sample,R2,0.5397332893948145,0
50,In-Sample,RMSE,-0.178555602771292,0
50,In-Sample,Correlation,0.4283098578511136,0
50,In-Sample,R2,0.5692824909571723,0
50,In-Sample,RMSE,-0.16177397375284663,0
50,In-Sample,Correlation,0.6218969370472419,0
50,In-Sample,R2,0.8886533504990364,0
50,In-Sample,RMSE,-0.47856751019539645,0
50,In-Sample,Correlation,0.41032625529909683,0
50,In-Sample,R2,0.44247386113939247,0
50,In-Sample,RMSE,-0.1510009059281937,0
50,In-Sample,Correlation,0.40189646376133464,0
50,In-Sample,R2,0.4502747022521989,0
50,In-Sample,RMSE,-0.2465489456558888,0
50,In-Sample,Correlation,0.38742713458528316,0
50,In-Sample,R2,0.38390408648023433,0
50,In-Sample,RMSE,-0.2065909965896674,0
50,In-Sample,Correlation,0.2186657362390124,0
50,In-Sample,R2,0.13866395305231766,0
50,In-Sample,RMSE,-0.14777880736414395,0
50,In-Sample,Correlation,0.5440936932697304,0
50,In-Sample,R2,0.6524884480035228,0
50,In-Sample,RMSE,-0.33773136054264263,0
50,In-Sample,Correlation,0.3487669677147591,0
50,In-Sample,R2,0.30411575991657647,0
50,In-Sample,RMSE,-0.13996693873225763,0
50,In-Sample,Correlation,0.4981154231699524,0
50,In-Sample,R2,0.6507844697410141,0
50,In-Sample,RMSE,-0.3941732353136894,0
50,In-Sample,Correlation,0.3805209817670051,0
50,In-Sample,R2,0.41206159926036373,0
50,In-Sample,RMSE,-0.1606786861356384,0
50,In-Sample,Correlation,0.43381303963615725,0
50,In-Sample,R2,0.4057273908388996,0
50,In-Sample,RMSE,-0.354335004097749,0
50,In-Sample,Correlation,0.35031322045795593,0
50,In-Sample,R2,0.2956017177534559,0
50,In-Sample,RMSE,0.10108012038879699,0
50,In-Sample,Correlation,0.576161624240836,0
50,In-Sample,R2,0.6642539613450253,0
50,In-Sample,RMSE,-0.3172732631079713,0
50,In-Sample,Correlation,0.45116104978064664,0
50,In-Sample,R2,0.5446033822286678,0
50,In-Sample,RMSE,-0.24057135829640042,0
50,In-Sample,Correlation,0.4815547936665587,0
50,In-Sample,R2,0.46568071842453707,0
50,In-Sample,RMSE,-0.273942525968213,0
50,In-Sample,Correlation,0.6401270806869358,0
50,In-Sample,R2,1.3208088701769864,0
50,In-Sample,RMSE,-0.6149474506047276,0
50,In-Sample,Correlation,0.302967044769138,0
50,In-Sample,R2,0.22807972742224225,0
50,In-Sample,RMSE,-0.07429445769817578,0
50,In-Sample,Correlation,0.4539889864358498,0
50,In-Sample,R2,0.42052223574997405,0
50,In-Sample,RMSE,-0.31659856793436214,0
50,In-Sample,Correlation,0.47048089891299205,0
50,In-Sample,R2,0.6224589286034825,0
50,In-Sample,RMSE,-0.27824625644711276,0
50,In-Sample,Correlation,0.49558345795546405,0
50,In-Sample,R2,0.6293030252159489,0
50,In-Sample,RMSE,-0.3569941632365772,0
50,In-Sample,Correlation,0.5749676261297287,0
50,In-Sample,R2,0.9662504121615715,0
50,In-Sample,RMSE,-0.34732891596179327,0
50,In-Sample,Correlation,0.43152779081567116,0
50,In-Sample,R2,0.3484152881695187,0
50,In-Sample,RMSE,-0.2648068269581324,0
50,In-Sample,Correlation,0.6696746561589662,0
50,In-Sample,R2,1.1653601439549328,0
50,In-Sample,RMSE,-0.5804957833091442,0
50,In-Sample,Correlation,0.48474848927189823,0
50,In-Sample,R2,0.47510519530662004,0
50,In-Sample,RMSE,-0.37129768174775357,0
50,In-Sample,Correlation,0.36521609451368264,0
50,In-Sample,R2,0.3252670717708833,0
50,In-Sample,RMSE,-0.12173956977663636,0
50,In-Sample,Correlation,0.4456162400985561,0
50,In-Sample,R2,0.4632403254747137,0
50,In-Sample,RMSE,0.027419766633013376,0
50,In-Sample,Correlation,0.43448821521582165,0
50,In-Sample,R2,0.35177536522482616,0
50,In-Sample,RMSE,-0.270003354761318,0
50,In-Sample,Correlation,0.5591779826220962,0
50,In-Sample,R2,0.7305236205080318,0
50,In-Sample,RMSE,-0.34896591434735114,0
50,In-Sample,Correlation,0.46030306064531296,0
50,In-Sample,R2,0.8957126313922664,0
50,In-Sample,RMSE,-0.40553344160832017,0
50,In-Sample,Correlation,0.3867498083565273,0
50,In-Sample,R2,0.36850880485538645,0
50,In-Sample,RMSE,-0.21087372929719717,0
50,In-Sample,Correlation,0.5568908576105996,0
50,In-Sample,R2,0.7671324463148752,0
50,In-Sample,RMSE,-0.35460606448044485,0
50,In-Sample,Correlation,0.5696387437242173,0
50,In-Sample,R2,0.5214234632134795,0
50,In-Sample,RMSE,-0.47515452894268295,0
50,In-Sample,Correlation,0.35525081467982944,0
50,In-Sample,R2,0.3389362259286296,0
50,In-Sample,RMSE,-0.14338951330207583,0
50,In-Sample,Correlation,0.40268846401785885,0
50,In-Sample,R2,0.5352146331381016,0
50,In-Sample,RMSE,-0.03258650004520036,0
50,In-Sample,Correlation,0.4829221142335929,0
50,In-Sample,R2,0.5691168064956931,0
50,In-Sample,RMSE,-0.21389420709840046,0
50,In-Sample,Correlation,0.3884933422476545,0
50,In-Sample,R2,0.3808702213991024,0
50,In-Sample,RMSE,-0.13781947501477765,0
50,In-Sample,Correlation,0.4626317868168182,0
50,In-Sample,R2,0.47197899105664115,0
50,In-Sample,RMSE,-0.3493437705953826,0
50,In-Sample,Correlation,0.29941977640822603,0
50,In-Sample,R2,0.21337413389267093,0
50,In-Sample,RMSE,-0.146737443043503,0
50,In-Sample,Correlation,0.43466634525013126,0
50,In-Sample,R2,0.40123838851253624,0
50,In-Sample,RMSE,-0.39661079756775397,0
50,In-Sample,Correlation,0.3727683921056035,0
50,In-Sample,R2,0.35497986862632813,0
50,In-Sample,RMSE,-0.24453624862048462,0
50,In-Sample,Correlation,0.38487069457066864,0
50,In-Sample,R2,0.39414378560410857,0
50,In-Sample,RMSE,-0.2717413067517255,0
50,In-Sample,Correlation,0.42207580598590744,0
50,In-Sample,R2,0.5209570665166587,0
50,In-Sample,RMSE,-0.25980195643155013,0
50,In-Sample,Correlation,0.33290620602287124,0
50,In-Sample,R2,0.31713416007064066,0
50,In-Sample,RMSE,-0.20643195465515551,0
50,In-Sample,Correlation,0.558221420326578,0
50,In-Sample,R2,0.6618895958343878,0
50,In-Sample,RMSE,-0.33494151848610143,0
50,In-Sample,Correlation,0.5158741269126919,0
50,In-Sample,R2,0.5950864246303925,0
50,In-Sample,RMSE,-0.3383498905015552,0
50,In-Sample,Correlation,0.4404891745634194,0
50,In-Sample,R2,0.5003776309183827,0
50,In-Sample,RMSE,-0.17356123508525023,0
50,In-Sample,Correlation,0.506600249648603,0
50,In-Sample,R2,0.7029455829412629,0
50,In-Sample,RMSE,-0.2828564436729861,0
50,In-Sample,Correlation,0.6221009254237969,0
50,In-Sample,R2,0.8198545907370146,0
50,In-Sample,RMSE,-0.39120037782087735,0
50,In-Sample,Correlation,0.33180173496275767,0
50,In-Sample,R2,0.2603958361205711,0
50,In-Sample,RMSE,-0.22908123518861123,0
50,In-Sample,Correlation,0.3185456567706488,0
50,In-Sample,R2,0.1820509744403383,0
50,In-Sample,RMSE,-0.14738515626842708,0
50,In-Sample,Correlation,0.3387158031304347,0
50,In-Sample,R2,0.3251482057565966,0
50,In-Sample,RMSE,-0.16134833850767405,0
50,In-Sample,Correlation,0.22704648540330355,0
50,In-Sample,R2,0.14651916588792702,0
50,In-Sample,RMSE,0.014992376980453859,0
50,In-Sample,Correlation,0.3758791728659352,0
50,In-Sample,R2,0.5294229774958008,0
50,In-Sample,RMSE,-0.26788753501292895,0
50,In-Sample,Correlation,0.27085987445823334,0
50,In-Sample,R2,0.19704307249349595,0
50,In-Sample,RMSE,-0.0595400280775098,0
50,In-Sample,Correlation,0.4870603129647152,0
50,In-Sample,R2,0.5519885058141434,0
50,In-Sample,RMSE,-0.2844678433102412,0
50,In-Sample,Correlation,0.47052548749169854,0
50,In-Sample,R2,0.5196135908233834,0
50,In-Sample,RMSE,-0.27742837600958026,0
50,In-Sample,Correlation,0.364130172381302,0
50,In-Sample,R2,0.2897866513164341,0
50,In-Sample,RMSE,-0.2471293993729149,0
50,In-Sample,Correlation,0.5603807667460231,0
50,In-Sample,R2,0.7389649212710014,0
50,In-Sample,RMSE,-0.4385085123426048,0
50,In-Sample,Correlation,0.2906186696884955,0
50,In-Sample,R2,0.23442977458037353,0
50,In-Sample,RMSE,-0.19199659664882895,0
50,In-Sample,Correlation,0.38713700731630163,0
50,In-Sample,R2,0.35874690426376526,0
50,In-Sample,RMSE,-0.21560491984422991,0
50,In-Sample,Correlation,0.3677021826326409,0
50,In-Sample,R2,0.3233074815787066,0
50,In-Sample,RMSE,-0.17665296260384278,0
50,In-Sample,Correlation,0.4452347041194462,0
50,In-Sample,R2,0.5493267342015031,0
50,In-Sample,RMSE,-0.3794343092493483,0
50,In-Sample,Correlation,0.4348025631851395,0
50,In-Sample,R2,0.4229760596390134,0
50,In-Sample,RMSE,-0.29318554339022185,0
50,In-Sample,Correlation,0.5270844652117127,0
50,In-Sample,R2,0.864352120363809,0
50,In-Sample,RMSE,-0.3957664629692105,0
50,In-Sample,Correlation,0.4492621868753983,0
50,In-Sample,R2,0.4608223752185187,0
50,In-Sample,RMSE,-0.29024808818170245,0
50,In-Sample,Correlation,0.29376040302393325,0
50,In-Sample,R2,0.2471446056384601,0
50,In-Sample,RMSE,-0.13231414681590214,0
50,In-Sample,Correlation,0.502020410418863,0
50,In-Sample,R2,0.7547461937203761,0
50,In-Sample,RMSE,-0.3078818247969166,0
50,In-Sample,Correlation,0.47599666692072284,0
50,In-Sample,R2,0.4942225667437928,0
50,In-Sample,RMSE,-0.24353696318933682,0
50,In-Sample,Correlation,0.3370776124665166,0
50,In-Sample,R2,0.28970652354610515,0
50,In-Sample,RMSE,-0.0812995854380314,0
50,In-Sample,Correlation,0.4125724708403055,0
50,In-Sample,R2,0.500035875249974,0
50,In-Sample,RMSE,-0.20266559868760148,0
50,In-Sample,Correlation,0.3659531764372215,0
50,In-Sample,R2,0.386295897977753,0
50,In-Sample,RMSE,-0.07422760844975929,0
50,In-Sample,Correlation,0.5921796402111197,0
50,In-Sample,R2,0.8506084264331892,0
50,In-Sample,RMSE,-0.41021469881507,0
50,In-Sample,Correlation,0.4788158690851607,0
50,In-Sample,R2,0.4546142854233135,0
50,In-Sample,RMSE,-0.23711146908775138,0
50,In-Sample,Correlation,0.3953421594072914,0
50,In-Sample,R2,0.32031579874676974,0
50,In-Sample,RMSE,-0.13302193417622954,0
50,In-Sample,Correlation,0.46292397387552986,0
50,In-Sample,R2,0.5596054741678465,0
50,In-Sample,RMSE,-0.24200190255663656,0
50,In-Sample,Correlation,0.48634830829177517,0
50,In-Sample,R2,0.5555137314232862,0
50,In-Sample,RMSE,-0.3014002048279667,0
50,In-Sample,Correlation,0.4657692133041794,0
50,In-Sample,R2,0.43942366845141645,0
50,In-Sample,RMSE,-0.3051043595510785,0
50,In-Sample,Correlation,0.46191862314784704,0
50,In-Sample,R2,0.5281049089132603,0
50,In-Sample,RMSE,-0.26533700608232447,0
50,In-Sample,Correlation,0.445261175476484,0
50,In-Sample,R2,0.45274936270164046,0
50,In-Sample,RMSE,-0.2314857140486043,0
50,In-Sample,Correlation,0.5741459206621315,0
50,In-Sample,R2,0.739213809722524,0
50,In-Sample,RMSE,-0.32881392506111673,0
50,In-Sample,Correlation,0.3235847785555191,0
50,In-Sample,R2,0.22316255326230877,0
50,In-Sample,RMSE,-0.28188487537052886,0
50,In-Sample,Correlation,0.43707866454706124,0
50,In-Sample,R2,0.3784900682712075,0
50,In-Sample,RMSE,-0.3243024800020927,0
50,In-Sample,Correlation,0.20582243742247286,0
50,In-Sample,R2,0.13681459566252,0
50,In-Sample,RMSE,-0.1483793127204993,0
50,In-Sample,Correlation,0.5559870731358647,0
50,In-Sample,R2,0.9602317325623198,0
50,In-Sample,RMSE,-0.324142288879822,0
50,In-Sample,Correlation,0.386205757826618,0
50,In-Sample,R2,0.36667366280716585,0
50,In-Sample,RMSE,-0.26437676972711066,0
50,In-Sample,Correlation,0.4797491251176173,0
50,In-Sample,R2,0.5459674618313369,0
50,In-Sample,RMSE,-0.3203070962543897,0
50,In-Sample,Correlation,0.4188627007143952,0
50,In-Sample,R2,0.3364989178013227,0
50,In-Sample,RMSE,-0.20952141832431714,0
50,In-Sample,Correlation,0.36453695467290265,0
50,In-Sample,R2,0.47669211205154605,0
50,In-Sample,RMSE,-0.253346958341368,0
50,In-Sample,Correlation,0.4659671733084947,0
50,In-Sample,R2,0.5392579515166371,0
50,In-Sample,RMSE,-0.2450235761163948,0
50,In-Sample,Correlation,0.46366973244661,0
50,In-Sample,R2,0.5393760172447191,0
50,In-Sample,RMSE,-0.3386913176311701,0
50,In-Sample,Correlation,0.5116467189546952,0
50,In-Sample,R2,0.6936041560821817,0
50,In-Sample,RMSE,-0.13905779875076374,0
50,In-Sample,Correlation,0.5546067021606561,0
50,In-Sample,R2,0.7037876029616271,0
50,In-Sample,RMSE,-0.47696108087114597,0
50,In-Sample,Correlation,0.44291610276152793,0
50,In-Sample,R2,0.4252706373920626,0
50,In-Sample,RMSE,-0.2511315013482196,0
50,In-Sample,Correlation,0.4480743431846351,0
50,In-Sample,R2,0.5229778119596091,0
50,In-Sample,RMSE,-0.30606296690140755,0
50,In-Sample,Correlation,0.4591474028018151,0
50,In-Sample,R2,0.4444176395886425,0
50,In-Sample,RMSE,-0.3224061242416877,0
